trigram,frequency,trigrams
"('floor', 'helpful', 'member')",1,floor helpful member
"('helpful', 'member', 'staff')",1,helpful member staff
"('member', 'staff', 'explained')",1,member staff explained
"('quite', 'short', 'kept')",1,quite short kept
"('kept', 'going', 'ready')",1,kept going ready
"('sorrento', 'capri', 'relaxing')",1,sorrento capri relaxing
"('read', 'reviews', 'perfect')",1,read reviews perfect
"('nothing', 'disappointing', 'fifth')",1,nothing disappointing fifth
"('disappointing', 'fifth', 'time')",1,disappointing fifth time
"('fifth', 'time', 'hotel')",1,fifth time hotel
"('time', 'hotel', 'hotel')",1,time hotel hotel
"('hotel', 'hotel', 'become')",1,hotel hotel become
"('hotel', 'become', 'better')",1,hotel become better
"('become', 'better', 'better')",1,become better better
"('better', 'better', 'time')",1,better better time
"('better', 'time', 'read')",1,better time read
"('time', 'read', 'reviews')",1,time read reviews
"('reviews', 'perfect', 'staff')",1,reviews perfect staff
"('going', 'ready', 'problem')",1,going ready problem
"('perfect', 'staff', 'good')",1,perfect staff good
"('staff', 'good', 'breakfasts')",1,staff good breakfasts
"('good', 'breakfasts', 'nice')",1,good breakfasts nice
"('breakfasts', 'nice', 'vesuvius')",1,breakfasts nice vesuvius
"('nice', 'vesuvius', 'view')",1,nice vesuvius view
"('vesuvius', 'view', 'close')",1,vesuvius view close
"('view', 'close', 'port')",1,view close port
"('close', 'port', 'travel')",1,close port travel
"('port', 'travel', 'amalfi')",1,port travel amalfi
"('travel', 'amalfi', 'sorrento')",1,travel amalfi sorrento
"('heard', 'nothing', 'disappointing')",1,heard nothing disappointing
"('emails', 'heard', 'nothing')",1,emails heard nothing
"('calls', 'emails', 'heard')",1,calls emails heard
"('phone', 'calls', 'emails')",1,phone calls emails
"('ready', 'problem', 'time')",1,ready problem time
"('problem', 'time', 'could')",1,problem time could
"('time', 'could', 'disappointment')",1,time could disappointment
"('could', 'disappointment', 'article')",1,could disappointment article
"('disappointment', 'article', 'clothing')",1,disappointment article clothing
"('article', 'clothing', 'left')",1,article clothing left
"('clothing', 'left', 'behind')",1,clothing left behind
"('left', 'behind', 'room')",1,left behind room
"('behind', 'room', 'could')",1,behind room could
"('room', 'could', 'retrieved')",1,room could retrieved
"('could', 'retrieved', 'even')",1,could retrieved even
"('retrieved', 'even', 'one')",1,retrieved even one
"('even', 'one', 'night')",1,even one night
"('one', 'night', 'housekeeping')",1,one night housekeeping
"('night', 'housekeeping', 'able')",1,night housekeeping able
"('housekeeping', 'able', 'find')",1,housekeeping able find
"('able', 'find', 'black')",1,able find black
"('find', 'black', 'pair')",1,find black pair
"('black', 'pair', 'pants')",1,black pair pants
"('pair', 'pants', 'phone')",1,pair pants phone
"('pants', 'phone', 'calls')",1,pants phone calls
"('pleasant', 'area', 'foyer')",1,pleasant area foyer
"('particularly', 'pleasant', 'area')",1,particularly pleasant area
"('docks', 'particularly', 'pleasant')",1,docks particularly pleasant
"('got', 'port', 'got')",1,got port got
"('easy', 'walk', 'airport')",1,easy walk airport
"('walk', 'airport', 'shuttle')",1,walk airport shuttle
"('airport', 'shuttle', 'next')",1,airport shuttle next
"('shuttle', 'next', 'morning')",1,shuttle next morning
"('next', 'morning', 'bonus')",1,next morning bonus
"('morning', 'bonus', 'shuttle')",1,morning bonus shuttle
"('bonus', 'shuttle', 'quiet')",1,bonus shuttle quiet
"('shuttle', 'quiet', 'everyone')",1,shuttle quiet everyone
"('quiet', 'everyone', 'got')",1,quiet everyone got
"('everyone', 'got', 'port')",1,everyone got port
"('port', 'got', 'seat')",1,port got seat
"('part', 'docks', 'particularly')",1,part docks particularly
"('got', 'seat', 'board')",1,got seat board
"('seat', 'board', 'train')",1,seat board train
"('board', 'train', 'station')",1,board train station
"('train', 'station', 'guests')",1,train station guests
"('station', 'guests', 'told')",1,station guests told
"('guests', 'told', 'bus')",1,guests told bus
"('told', 'bus', 'full')",1,told bus full
"('bus', 'full', 'hotel')",1,bus full hotel
"('full', 'hotel', 'staff')",1,full hotel staff
"('hotel', 'staff', 'lovely')",1,hotel staff lovely
"('town', 'easy', 'walk')",1,town easy walk
"('ferry', 'town', 'easy')",1,ferry town easy
"('taking', 'ferry', 'town')",1,taking ferry town
"('located', 'taking', 'ferry')",1,located taking ferry
"('waterfront', 'room', 'weather')",1,waterfront room weather
"('room', 'weather', 'overcast')",1,room weather overcast
"('weather', 'overcast', 'dimming')",1,weather overcast dimming
"('overcast', 'dimming', 'views')",1,overcast dimming views
"('dimming', 'views', 'design')",1,dimming views design
"('views', 'design', 'comfort')",1,views design comfort
"('design', 'comfort', 'room')",1,design comfort room
"('comfort', 'room', 'made')",1,comfort room made
"('room', 'made', 'disappointment')",1,room made disappointment
"('made', 'disappointment', 'staff')",1,made disappointment staff
"('disappointment', 'staff', 'areas')",1,disappointment staff areas
"('staff', 'areas', 'used')",1,staff areas used
"('areas', 'used', 'extraordinarily')",1,areas used extraordinarily
"('used', 'extraordinarily', 'gracious')",1,used extraordinarily gracious
"('extraordinarily', 'gracious', 'helpful')",1,extraordinarily gracious helpful
"('gracious', 'helpful', 'breakfast')",1,gracious helpful breakfast
"('helpful', 'breakfast', 'delight')",1,helpful breakfast delight
"('breakfast', 'delight', 'hotel')",1,breakfast delight hotel
"('delight', 'hotel', 'conveniently')",1,delight hotel conveniently
"('hotel', 'conveniently', 'located')",1,hotel conveniently located
"('conveniently', 'located', 'taking')",1,conveniently located taking
"('staff', 'lovely', 'able')",1,staff lovely able
"('lovely', 'able', 'help')",1,lovely able help
"('able', 'help', 'everything')",1,able help everything
"('quite', 'late', 'already')",1,quite late already
"('already', 'bed', 'morning')",1,already bed morning
"('bed', 'morning', 'flight')",1,bed morning flight
"('morning', 'flight', 'however')",1,morning flight however
"('flight', 'however', 'one')",1,flight however one
"('however', 'one', 'night')",1,however one night
"('one', 'night', 'stop')",1,one night stop
"('night', 'stop', 'would')",1,night stop would
"('stop', 'would', 'return')",1,stop would return
"('would', 'return', 'hotel')",1,would return hotel
"('return', 'hotel', 'one')",1,return hotel one
"('hotel', 'one', 'night')",1,hotel one night
"('one', 'night', 'stopover')",1,one night stopover
"('night', 'stopover', 'catching')",1,night stopover catching
"('stopover', 'catching', 'flight')",1,stopover catching flight
"('catching', 'flight', 'home')",1,catching flight home
"('flight', 'home', 'hotel')",1,flight home hotel
"('home', 'hotel', 'odd')",1,home hotel odd
"('hotel', 'odd', 'location')",1,hotel odd location
"('odd', 'location', 'overlooking')",1,odd location overlooking
"('location', 'overlooking', 'part')",1,location overlooking part
"('overlooking', 'part', 'docks')",1,overlooking part docks
"('late', 'already', 'bed')",1,late already bed
"('door', 'quite', 'late')",1,door quite late
"('help', 'everything', 'needed')",1,help everything needed
"('knock', 'door', 'quite')",1,knock door quite
"('everything', 'needed', 'enjoyed')",1,everything needed enjoyed
"('needed', 'enjoyed', 'perks')",1,needed enjoyed perks
"('enjoyed', 'perks', 'booking')",1,enjoyed perks booking
"('perks', 'booking', 'directly')",1,perks booking directly
"('booking', 'directly', 'hotel')",1,booking directly hotel
"('directly', 'hotel', 'free')",1,directly hotel free
"('hotel', 'free', 'access')",1,hotel free access
"('free', 'access', 'spa')",1,free access spa
"('access', 'spa', 'downstairs')",1,access spa downstairs
"('spa', 'downstairs', 'treat')",1,spa downstairs treat
"('downstairs', 'treat', 'room')",1,downstairs treat room
"('treat', 'room', 'honeymoon')",1,treat room honeymoon
"('room', 'honeymoon', 'enjoyed')",1,room honeymoon enjoyed
"('honeymoon', 'enjoyed', 'bottle')",1,honeymoon enjoyed bottle
"('enjoyed', 'bottle', 'prosecco')",1,enjoyed bottle prosecco
"('bottle', 'prosecco', 'brought')",1,bottle prosecco brought
"('prosecco', 'brought', 'negative')",1,prosecco brought negative
"('brought', 'negative', 'housekeeping')",1,brought negative housekeeping
"('negative', 'housekeeping', 'came')",1,negative housekeeping came
"('housekeeping', 'came', 'knock')",1,housekeeping came knock
"('came', 'knock', 'door')",1,came knock door
"('amalfi', 'sorrento', 'capri')",1,amalfi sorrento capri
"('capri', 'relaxing', 'stay')",1,capri relaxing stay
"('wished', 'stayed', 'longer')",1,wished stayed longer
"('360', 'euros', 'night')",1,360 euros night
"('sea', 'views', 'balcony')",1,sea views balcony
"('views', 'balcony', 'spaciuos')",1,views balcony spaciuos
"('balcony', 'spaciuos', 'room')",1,balcony spaciuos room
"('spaciuos', 'room', 'none')",1,spaciuos room none
"('room', 'none', 'offer')",1,room none offer
"('none', 'offer', 'hugely')",1,none offer hugely
"('offer', 'hugely', 'disappointed')",1,offer hugely disappointed
"('hugely', 'disappointed', 'paid')",1,hugely disappointed paid
"('disappointed', 'paid', '360')",1,disappointed paid 360
"('paid', '360', 'euros')",1,paid 360 euros
"('euros', 'night', 'room')",1,euros night room
"('tower', 'assumed', 'form')",1,tower assumed form
"('night', 'room', 'situated')",1,night room situated
"('room', 'situated', 'back')",1,room situated back
"('situated', 'back', 'hotel')",1,situated back hotel
"('back', 'hotel', 'view')",1,back hotel view
"('hotel', 'view', 'looking')",1,hotel view looking
"('view', 'looking', 'dissuesd')",1,view looking dissuesd
"('looking', 'dissuesd', 'building')",1,looking dissuesd building
"('dissuesd', 'building', 'massive')",1,dissuesd building massive
"('building', 'massive', 'metal')",1,building massive metal
"('massive', 'metal', 'tower')",1,massive metal tower
"('anticipated', 'sea', 'views')",1,anticipated sea views
"('room', 'anticipated', 'sea')",1,room anticipated sea
"('hotel', 'room', 'anticipated')",1,hotel room anticipated
"('booking', 'hotel', 'room')",1,booking hotel room
"('service', 'breakfast', 'great')",1,service breakfast great
"('breakfast', 'great', 'long')",1,breakfast great long
"('great', 'long', 'wait')",1,great long wait
"('long', 'wait', 'pear')",1,long wait pear
"('wait', 'pear', 'juice')",1,wait pear juice
"('pear', 'juice', 'never')",1,pear juice never
"('juice', 'never', 'came')",1,juice never came
"('never', 'came', 'worst')",1,never came worst
"('came', 'worst', 'part')",1,came worst part
"('worst', 'part', 'valet')",1,worst part valet
"('part', 'valet', 'parking')",1,part valet parking
"('valet', 'parking', 'waited')",1,valet parking waited
"('parking', 'waited', 'mns')",1,parking waited mns
"('waited', 'mns', 'get')",1,waited mns get
"('mns', 'get', 'car')",1,mns get car
"('get', 'car', 'realized')",1,get car realized
"('car', 'realized', 'parked')",1,car realized parked
"('realized', 'parked', 'scratched')",1,realized parked scratched
"('parked', 'scratched', 'great')",1,parked scratched great
"('scratched', 'great', 'booking')",1,scratched great booking
"('great', 'booking', 'hotel')",1,great booking hotel
"('metal', 'tower', 'assumed')",1,metal tower assumed
"('assumed', 'form', 'communication')",1,assumed form communication
"('relaxing', 'stay', 'property')",1,relaxing stay property
"('one', 'treatment', 'therapist')",1,one treatment therapist
"('arrival', 'stay', 'heavy')",1,arrival stay heavy
"('stay', 'heavy', 'heart')",1,stay heavy heart
"('heavy', 'heart', 'facilities')",1,heavy heart facilities
"('heart', 'facilities', 'offer')",1,heart facilities offer
"('facilities', 'offer', 'hour')",1,facilities offer hour
"('offer', 'hour', 'window')",1,offer hour window
"('hour', 'window', 'spa')",1,hour window spa
"('window', 'spa', 'halt')",1,window spa halt
"('spa', 'halt', 'one')",1,spa halt one
"('halt', 'one', 'treatment')",1,halt one treatment
"('treatment', 'therapist', 'really')",1,treatment therapist really
"('form', 'communication', 'pole')",1,form communication pole
"('therapist', 'really', 'beautiful')",1,therapist really beautiful
"('really', 'beautiful', 'hotel')",1,really beautiful hotel
"('great', 'location', 'great')",1,great location great
"('location', 'great', 'restaurant')",1,location great restaurant
"('great', 'restaurant', 'wonderful')",1,great restaurant wonderful
"('restaurant', 'wonderful', 'service')",1,restaurant wonderful service
"('wonderful', 'service', 'stayed')",1,wonderful service stayed
"('service', 'stayed', 'night')",1,service stayed night
"('stayed', 'night', 'wished')",1,stayed night wished
"('night', 'wished', 'stayed')",1,night wished stayed
"('lateness', 'arrival', 'stay')",1,lateness arrival stay
"('due', 'lateness', 'arrival')",1,due lateness arrival
"('charged', 'due', 'lateness')",1,charged due lateness
"('leave', 'charged', 'due')",1,leave charged due
"('communication', 'pole', 'however')",1,communication pole however
"('pole', 'however', 'complained')",1,pole however complained
"('however', 'complained', 'receptionist')",1,however complained receptionist
"('complained', 'receptionist', 'showed')",1,complained receptionist showed
"('receptionist', 'showed', 'room')",1,receptionist showed room
"('showed', 'room', 'tried')",1,showed room tried
"('room', 'tried', 'justify')",1,room tried justify
"('tried', 'justify', 'rate')",1,tried justify rate
"('justify', 'rate', 'paid')",1,justify rate paid
"('rate', 'paid', 'warranted')",1,rate paid warranted
"('paid', 'warranted', 'type')",1,paid warranted type
"('warranted', 'type', 'room')",1,warranted type room
"('type', 'room', 'course')",1,type room course
"('room', 'course', 'fully')",1,room course fully
"('sightseeing', 'food', 'great')",1,sightseeing food great
"('fully', 'booked', 'apparently')",1,fully booked apparently
"('booked', 'apparently', 'move')",1,booked apparently move
"('apparently', 'move', 'offered')",1,apparently move offered
"('move', 'offered', 'wish')",1,move offered wish
"('offered', 'wish', 'leave')",1,offered wish leave
"('wish', 'leave', 'charged')",1,wish leave charged
"('good', 'service', 'breakfast')",1,good service breakfast
"('bed', 'good', 'service')",1,bed good service
"('appointed', 'bed', 'good')",1,appointed bed good
"('setting', 'made', 'hard')",1,setting made hard
"('lights', 'illuminate', 'entire')",1,lights illuminate entire
"('illuminate', 'entire', 'room')",1,illuminate entire room
"('entire', 'room', 'bathroom')",1,entire room bathroom
"('room', 'bathroom', 'walls')",1,room bathroom walls
"('bathroom', 'walls', 'glass')",1,bathroom walls glass
"('walls', 'glass', 'thought')",1,walls glass thought
"('glass', 'thought', 'one')",1,glass thought one
"('thought', 'one', 'auto')",1,thought one auto
"('one', 'auto', 'setting')",1,one auto setting
"('auto', 'setting', 'made')",1,auto setting made
