trigram,frequency,trigrams
"('is', 'well', 'worth')",2,is well worth
"('again', 'in', 'a')",2,again in a
"('and', 'a', 'gym')",2,and a gym
"('a', 'gym', 'and')",2,a gym and
"('that', 'the', 'pool')",2,that the pool
"('this', 'is', 'an')",2,this is an
"('in', 'the', 'rooms')",2,in the rooms
"('daniella', 'and', 'chiara')",2,daniella and chiara
"('5', 'star', 'experience')",2,5 star experience
"('hotel', 'had', 'a')",2,hotel had a
"('had', 'to', 'get')",2,had to get
"('nice', 'staff', 'and')",2,nice staff and
"('port', 'and', 'the')",2,port and the
"('and', 'every', 'time')",2,and every time
"('a', 'day', 'in')",2,a day in
"('need', 'to', 'charge')",2,need to charge
"('the', 'room', 'but')",2,the room but
"('the', 'area', 'is')",2,the area is
"('a', 'nice', 'place')",2,a nice place
"('i', 'want', 'to')",2,i want to
"('nice', 'place', 'to')",2,nice place to
"('shout', 'out', 'to')",2,shout out to
"('special', 'shout', 'out')",2,special shout out
"('is', 'a', 'perfect')",2,is a perfect
"('this', 'is', 'not')",2,this is not
"('a', 'room', 'for')",2,a room for
"('the', 'restaurant', 'staff')",2,the restaurant staff
"('and', 'i', 'were')",2,and i were
"('well', 'designed', 'and')",2,well designed and
"('very', 'good', 'service')",2,very good service
"('want', 'to', 'stay')",2,want to stay
"('and', 'service', 'was')",2,and service was
"('the', 'bathroom', 'shower')",2,the bathroom shower
"('wasn', 't', 'good')",2,wasn t good
"('cruise', 'ships', 'dock')",2,cruise ships dock
"('is', 'a', 'really')",2,is a really
"('wouldn', 't', 'be')",2,wouldn t be
"('relaxing', 'but', 'there')",2,relaxing but there
"('and', 'relaxing', 'but')",2,and relaxing but
"('very', 'well', 'designed')",2,very well designed
"('modern', 'and', 'relaxing')",2,modern and relaxing
"('pool', 'is', 'modern')",2,pool is modern
"('of', 'naples', 'is')",2,of naples is
"('was', 'small', 'but')",2,was small but
"('rooms', 'are', 'spacious')",2,rooms are spacious
"('attentive', 'and', 'helpful')",2,attentive and helpful
"('in', 'the', 'area')",2,in the area
"('was', 'fast', 'and')",2,was fast and
"('even', 'had', 'a')",2,even had a
"('they', 'have', 'a')",2,they have a
"('they', 'even', 'had')",2,they even had
"('did', 'not', 'get')",2,did not get
"('but', 'when', 'we')",2,but when we
"('the', 'day', 'we')",2,the day we
"('showed', 'them', 'the')",2,showed them the
"('wished', 'we', 'had')",2,wished we had
"('star', 'hotel', 'it')",2,star hotel it
"('more', 'of', 'a')",2,more of a
"('of', 'the', 'amenities')",2,of the amenities
"('some', 'time', 'to')",2,some time to
"('floor', 'restaurant', 'for')",2,floor restaurant for
"('the', 'city', 'of')",2,the city of
"('you', 'can', 'just')",2,you can just
"('our', 'flight', 'was')",2,our flight was
"('due', 'to', 'covid')",2,due to covid
"('but', 'i', 'was')",2,but i was
"('for', 'our', 'first')",2,for our first
"('room', 'in', 'the')",2,room in the
"('the', 'ferry', 'docks')",2,the ferry docks
"('by', 'the', 'bed')",2,by the bed
"('here', 'again', 'only')",2,here again only
"('we', 'chose', 'this')",2,we chose this
"('was', 'very', 'accommodating')",2,was very accommodating
"('worth', 'it', 'the')",2,worth it the
"('is', 'an', 'eclectic')",2,is an eclectic
"('very', 'accommodating', 'and')",2,very accommodating and
"('bed', 'was', 'very')",2,bed was very
"('my', 'family', 'and')",2,my family and
"('t', 'want', 'to')",2,t want to
"('is', 'very', 'centrally')",2,is very centrally
"('service', 'was', 'fast')",2,service was fast
"('far', 'from', 'downtown')",2,far from downtown
"('had', 'a', 'lovely')",2,had a lovely
"('had', 'a', 'wonderful')",2,had a wonderful
"('helpful', 'the', 'room')",2,helpful the room
"('if', 'i', 'am')",2,if i am
"('breakfast', 'in', 'the')",2,breakfast in the
"('hotel', 'is', 'perfect')",2,hotel is perfect
"('of', 'it', 'is')",2,of it is
"('the', 'manager', 'was')",2,the manager was
"('the', 'lack', 'of')",2,the lack of
"('i', 'believe', 'the')",2,i believe the
"('the', 'art', 'pieces')",2,the art pieces
"('able', 'to', 'work')",2,able to work
"('work', 'properly', 'and')",2,work properly and
"('and', 'we', 'were')",2,and we were
"('the', 'room', 'your')",2,the room your
"('the', 'room', 'to')",2,the room to
"('napoli', 'i', 'would')",2,napoli i would
"('impeccable', 'service', 'the')",2,impeccable service the
"('if', 'you', 're')",2,if you re
"('not', 'far', 'from')",2,not far from
"('in', 'napoli', 'i')",2,in napoli i
"('you', 'ask', 'for')",2,you ask for
"('and', 'there', 'are')",2,and there are
"('alessandro', 'luka', 'mario')",2,alessandro luka mario
"('with', 'the', 'room')",2,with the room
"('is', 'perfect', 'for')",2,is perfect for
"('friendly', 'staff', 'and')",2,friendly staff and
"('and', 'i', 'am')",2,and i am
"('able', 'to', 'walk')",2,able to walk
"('naples', 'for', 'a')",2,naples for a
"('able', 'to', 'get')",2,able to get
"('and', 'were', 'able')",2,and were able
"('centre', 'of', 'naples')",2,centre of naples
"('the', 'centre', 'of')",2,the centre of
"('come', 'back', 'again')",2,come back again
"('the', 'lighting', 'system')",2,the lighting system
"('restaurant', 'was', 'nice')",2,restaurant was nice
"('back', 'again', 'the')",2,back again the
"('naples', 'with', 'a')",2,naples with a
"('all', 'staff', 'were')",2,all staff were
"('our', 'stay', 'in')",2,our stay in
"('because', 'of', 'the')",2,because of the
"('front', 'office', 'staff')",2,front office staff
"('great', 'it', 's')",2,great it s
"('well', 'appointed', 'and')",2,well appointed and
"('lot', 'of', 'time')",2,lot of time
"('from', 'all', 'the')",2,from all the
"('spent', 'a', 'lot')",2,spent a lot
"('friendly', 'and', 'attentive')",2,friendly and attentive
"('for', 'getting', 'to')",2,for getting to
"('a', 'bit', 'gritty')",2,a bit gritty
"('i', 'spent', 'a')",2,i spent a
"('with', 'the', 'family')",2,with the family
"('a', 'day', 'trip')",2,a day trip
"('in', 'the', 'bathroom')",2,in the bathroom
"('to', 'stay', 'for')",2,to stay for
"('about', 'this', 'hotel')",2,about this hotel
"('the', 'lobby', 'area')",2,the lobby area
"('last', 'night', 'in')",2,last night in
"('hotel', 'to', 'anyone')",2,hotel to anyone
"('this', 'hotel', 'to')",2,this hotel to
"('the', 'breakfast', 'service')",2,the breakfast service
"('use', 'of', 'space')",2,use of space
"('excellent', 'choice', 'we')",2,excellent choice we
"('the', 'rooftop', 'bar')",2,the rooftop bar
"('hotel', 'it', 'was')",2,hotel it was
"('however', 'the', 'rooms')",2,however the rooms
"('hotel', 'staff', 'were')",2,hotel staff were
"('is', 'stylish', 'but')",2,is stylish but
"('comfortable', 'and', 'welcoming')",2,comfortable and welcoming
"('a', 'very', 'nice')",2,a very nice
"('was', 'very', 'well')",2,was very well
"('a', 'busy', 'city')",2,a busy city
"('in', 'a', 'busy')",2,in a busy
"('ferry', 'to', 'the')",2,ferry to the
"('was', 'very', 'kind')",2,was very kind
"('everything', 'about', 'this')",2,everything about this
"('nice', 'with', 'a')",2,nice with a
"('easy', 'to', 'get')",2,easy to get
"('hotel', 'for', 'our')",2,hotel for our
"('of', 'the', 'breakfast')",2,of the breakfast
"('staff', 'very', 'nice')",2,staff very nice
"('just', 'a', 'short')",2,just a short
"('deluxe', 'harbour', 'view')",2,deluxe harbour view
"('the', 'price', 'of')",2,the price of
"('a', 'deluxe', 'harbour')",2,a deluxe harbour
"('we', 'stayed', 'here')",2,we stayed here
"('into', 'our', 'room')",2,into our room
"('has', 'a', 'great')",2,has a great
"('and', 'there', 'is')",2,and there is
"('couldn', 't', 'get')",2,couldn t get
"('we', 'couldn', 't')",2,we couldn t
"('the', 'restaurant', 'but')",2,the restaurant but
"('rooms', 'were', 'well')",2,rooms were well
"('as', 'we', 'were')",2,as we were
"('i', 'would', 'like')",2,i would like
"('walk', 'to', 'all')",2,walk to all
"('can', 'walk', 'to')",2,can walk to
"('you', 'can', 'walk')",2,you can walk
"('the', 'interior', 'is')",2,the interior is
"('very', 'kind', 'and')",2,very kind and
"('truly', 'a', 'beautiful')",2,truly a beautiful
"('restaurant', 'was', 'closed')",2,restaurant was closed
"('selected', 'this', 'hotel')",2,selected this hotel
"('very', 'well', 'appointed')",2,very well appointed
"('was', 'immaculate', 'and')",2,was immaculate and
"('in', 'the', 'bar')",2,in the bar
"('and', 'lots', 'of')",2,and lots of
"('restaurant', 'was', 'excellent')",2,restaurant was excellent
"('hotel', 'in', 'a')",2,hotel in a
"('to', 'relax', 'in')",2,to relax in
"('romeo', 'in', 'naples')",2,romeo in naples
"('the', 'romeo', 'in')",2,the romeo in
"('hotel', 'the', 'romeo')",2,hotel the romeo
"('staying', 'at', 'the')",2,staying at the
"('hotel', 'and', 'staff')",2,hotel and staff
"('in', 'this', 'hotel')",2,in this hotel
"('we', 'are', 'in')",2,we are in
"('next', 'time', 'we')",2,next time we
"('very', 'bad', 'wifi')",2,very bad wifi
"('the', 'city', 'but')",2,the city but
"('city', 'and', 'the')",2,city and the
"('one', 'night', 'on')",2,one night on
"('a', 'great', 'stay')",2,a great stay
"('my', 'husbands', 'birthday')",2,my husbands birthday
"('was', 'a', 'great')",2,was a great
"('kind', 'and', 'attentive')",2,kind and attentive
"('was', 'a', 'good')",2,was a good
"('amazing', 'wines', 'and')",2,amazing wines and
"('lights', 'in', 'the')",2,lights in the
"('the', 'bathroom', 'that')",2,the bathroom that
"('an', 'early', 'morning')",2,an early morning
"('early', 'morning', 'flight')",2,early morning flight
"('was', 'my', 'favorite')",2,was my favorite
"('an', 'excellent', 'experience')",2,an excellent experience
"('gave', 'us', 'great')",2,gave us great
"('my', 'favorite', 'part')",2,my favorite part
"('restaurant', 'and', 'it')",2,restaurant and it
"('ferry', 'to', 'capri')",2,ferry to capri
"('were', 'great', 'and')",2,were great and
"('breakfast', 'for', 'us')",2,breakfast for us
"('for', 'us', 'to')",2,for us to
"('the', 'bed', 'the')",2,the bed the
"('a', 'box', 'of')",2,a box of
"('box', 'of', 'chocolates')",2,box of chocolates
"('and', 'staff', 'very')",2,and staff very
"('although', 'we', 'did')",2,although we did
"('naples', 'it', 'is')",2,naples it is
"('for', 'our', 'arrival')",2,for our arrival
"('in', 'naples', 'that')",2,in naples that
"('on', 'the', 'ferry')",2,on the ferry
"('small', 'pool', 'on')",2,small pool on
"('so', 'we', 'were')",2,so we were
"('to', 'charge', 'a')",2,to charge a
"('we', 'had', 'two')",2,we had two
"('food', 'and', 'views')",2,food and views
"('our', 'stay', 'at')",2,our stay at
"('waiting', 'for', 'me')",2,waiting for me
"('the', 'rooftop', 'is')",2,the rooftop is
"('to', 'enjoy', 'the')",2,to enjoy the
"('a', 'really', 'nice')",2,a really nice
"('a', 'taxi', 'the')",2,a taxi the
"('all', 'the', 'amenities')",2,all the amenities
"('very', 'comfortable', 'there')",2,very comfortable there
"('but', 'at', 'the')",2,but at the
"('served', 'on', 'the')",2,served on the
"('had', 'a', 'beautiful')",2,had a beautiful
"('very', 'comfortable', 'and')",2,very comfortable and
"('and', 'the', 'small')",2,and the small
"('my', 'way', 'back')",2,my way back
"('everywhere', 'you', 'look')",2,everywhere you look
"('but', 'they', 'were')",2,but they were
"('with', 'our', 'room')",2,with our room
"('or', 'the', 'amalfi')",2,or the amalfi
"('would', 'highly', 'recommend')",2,would highly recommend
"('were', 'very', 'pleased')",2,were very pleased
"('every', 'staff', 'person')",2,every staff person
"('i', 'would', 'highly')",2,i would highly
"('romeo', 'hotel', 'and')",2,romeo hotel and
"('a', 'rooftop', 'pool')",2,a rooftop pool
"('rooftop', 'pool', 'with')",2,rooftop pool with
"('overpriced', 'and', 'the')",2,overpriced and the
"('our', 'room', 'to')",2,our room to
"('room', 'to', 'the')",2,room to the
"('city', 'center', 'and')",2,city center and
"('the', 'hotel', 'that')",2,the hotel that
"('re', 'in', 'naples')",2,re in naples
"('you', 're', 'in')",2,you re in
"('when', 'you', 're')",2,when you re
"('this', 'hotel', 'when')",2,this hotel when
"('it', 's', 'basically')",2,it s basically
"('was', 'modern', 'and')",2,was modern and
"('bottle', 'of', 'prosecco')",2,bottle of prosecco
"('we', 'did', 'enjoy')",2,we did enjoy
"('spa', 'is', 'great')",2,spa is great
"('staff', 'were', 'so')",2,staff were so
"('is', 'far', 'from')",2,is far from
"('and', 'so', 'comfy')",2,and so comfy
"('it', 'is', 'quite')",2,it is quite
"('is', 'a', 'wonderful')",2,is a wonderful
"('don', 't', 'know')",2,don t know
"('the', 'place', 'is')",2,the place is
"('with', 'the', 'service')",2,with the service
"('splendid', 'view', 'of')",2,splendid view of
"('a', 'splendid', 'view')",2,a splendid view
"('for', 'its', 'location')",2,for its location
"('staff', 'is', 'friendly')",2,staff is friendly
"('naples', 'the', 'staff')",2,naples the staff
"('harbour', 'of', 'naples')",2,harbour of naples
"('in', 'italy', 'and')",2,in italy and
"('to', 'the', 'beautiful')",2,to the beautiful
"('time', 'in', 'this')",2,time in this
"('the', 'port', 'of')",2,the port of
"('enjoy', 'our', 'stay')",2,enjoy our stay
"('lovely', 'stay', 'at')",2,lovely stay at
"('spa', 'is', 'really')",2,spa is really
"('were', 'beautiful', 'and')",2,were beautiful and
"('so', 'kind', 'and')",2,so kind and
"('breakfast', 'is', 'great')",2,breakfast is great
"('design', 'of', 'the')",2,design of the
"('the', 'design', 'of')",2,the design of
"('decor', 'in', 'the')",2,decor in the
"('the', 'decor', 'in')",2,the decor in
"('and', 'a', 'very')",2,and a very
"('it', 'was', 'too')",2,it was too
"('it', 'turned', 'out')",2,it turned out
"('in', 'naples', 'i')",2,in naples i
"('naples', 'i', 'would')",2,naples i would
"('a', 'hotel', 'with')",2,a hotel with
"('and', 'the', 'food')",2,and the food
"('hotel', 'from', 'the')",2,hotel from the
"('suite', 'it', 'was')",2,suite it was
"('wellness', 'suite', 'it')",2,wellness suite it
"('from', 'the', 'second')",2,from the second
"('had', 'a', 'splendid')",2,had a splendid
"('room', 'we', 'had')",2,room we had
"('and', 'attentive', 'the')",2,and attentive the
"('spa', 'was', 'nice')",2,spa was nice
"('helpful', 'and', 'gave')",2,helpful and gave
"('activities', 'for', 'us')",2,activities for us
"('of', 'the', 'rooms')",2,of the rooms
"('down', 'to', 'the')",2,down to the
"('high', 'standard', 'and')",2,high standard and
"('staff', 'is', 'attentive')",2,staff is attentive
"('is', 'attentive', 'and')",2,is attentive and
"('we', 'needed', 'to')",2,we needed to
"('in', 'and', 'they')",2,in and they
"('our', 'arrival', 'and')",2,our arrival and
"('that', 'we', 'have')",2,that we have
"('would', 'love', 'to')",2,would love to
"('a', 'day', 'and')",2,a day and
"('all', 'the', 'different')",2,all the different
"('booked', 'this', 'hotel')",2,booked this hotel
"('we', 'booked', 'this')",2,we booked this
"('room', 'was', 'great')",2,room was great
"('places', 'to', 'eat')",2,places to eat
"('pool', 'is', 'amazing')",2,pool is amazing
"('stayed', 'in', 'was')",2,stayed in was
"('i', 'm', 'a')",2,i m a
"('bars', 'and', 'restaurants')",2,bars and restaurants
"('an', 'issue', 'with')",2,an issue with
"('rooms', 'and', 'the')",2,rooms and the
"('walk', 'into', 'the')",2,walk into the
"('we', 'wanted', 'to')",2,we wanted to
"('much', 'trouble', 'for')",2,much trouble for
"('for', 'my', 'wife')",2,for my wife
"('our', 'room', 'i')",2,our room i
"('an', 'amazing', 'and')",2,an amazing and
"('and', 'a', 'nice')",2,and a nice
"('perfect', 'place', 'to')",2,perfect place to
"('delicious', 'food', 'and')",2,delicious food and
"('a', 'harbor', 'view')",2,a harbor view
"('it', 'is', 'not')",2,it is not
"('is', 'not', 'for')",2,is not for
"('is', 'a', 'beautiful')",2,is a beautiful
"('we', 'had', 'no')",2,we had no
"('this', 'hotel', 'in')",2,this hotel in
"('up', 'for', 'this')",2,up for this
"('staff', 'were', 'amazing')",2,staff were amazing
"('none', 'of', 'the')",2,none of the
"('a', 'nice', 'touch')",2,a nice touch
"('hotel', 'and', 'it')",2,hotel and it
"('and', 'clean', 'the')",2,and clean the
"('for', 'two', 'nights')",2,for two nights
"('and', 'modern', 'with')",2,and modern with
"('a', 'busy', 'street')",2,a busy street
"('all', 'the', 'major')",2,all the major
"('easy', 'access', 'to')",2,easy access to
"('choice', 'the', 'location')",2,choice the location
"('a', 'reservation', 'and')",2,a reservation and
"('the', 'port', 'so')",2,the port so
"('need', 'to', 'have')",2,need to have
"('rooms', 'are', 'nice')",2,rooms are nice
"('the', 'hotel', 'romeo')",2,the hotel romeo
"('if', 'it', 'was')",2,if it was
"('with', 'everything', 'we')",2,with everything we
"('facing', 'the', 'port')",2,facing the port
"('was', 'quick', 'and')",2,was quick and
"('everything', 'we', 'needed')",2,everything we needed
"('we', 'needed', 'we')",2,we needed we
"('was', 'the', 'best')",2,was the best
"('in', 'every', 'way')",2,in every way
"('walk', 'in', 'shower')",2,walk in shower
"('short', 'walk', 'to')",2,short walk to
"('lighting', 'system', 'is')",2,lighting system is
"('hotel', 'was', 'beautiful')",2,hotel was beautiful
"('to', 'travel', 'to')",2,to travel to
"('the', 'major', 'sites')",2,the major sites
"('pool', 'hot', 'tub')",2,pool hot tub
"('major', 'sites', 'in')",2,major sites in
"('chocolates', 'on', 'arrival')",2,chocolates on arrival
"('on', 'arrival', 'the')",2,on arrival the
"('make', 'sure', 'we')",2,make sure we
"('to', 'the', 'entire')",2,to the entire
"('you', 'to', 'the')",2,you to the
"('thank', 'you', 'to')",2,thank you to
"('to', 'make', 'sure')",2,to make sure
"('are', 'friendly', 'and')",2,are friendly and
"('is', 'very', 'nice')",2,is very nice
"('the', 'roof', 'top')",2,the roof top
"('second', 'to', 'none')",2,second to none
"('to', 'none', 'and')",2,to none and
